t,x,x_ref,y,y_ref,phi,phi_ref,v_r,v_ref,delta_f,delta_ref,a,w_delta,est_dist_y,real_dist_y
20.2,50.0696,50.25,-0.158641,0.00156248,-0.0845217,0.0125,2.242,2.5,0.184662,0,0.845835,0.0260874,0.215655,0.0957295
20.3,50.2922,50.7498,-0.168989,0.0140609,-0.0702974,0.0375,2.32836,2.5,0.176922,0,0.804729,0.064991,0.192985,0.0814
20.4,50.564,50.9996,-0.182198,0.0249948,-0.0511302,0.05,2.77881,2.5,0.198272,0,-0.171133,0.118962,0.128264,0.066867
20.5,50.8258,51.2492,-0.185129,0.0390498,-0.0304613,0.0625,2.53723,2.5,0.228981,0,0.0174123,-0.0991411,0.173728,0.0521668
20.6,51.0462,51.4986,-0.184125,0.0562236,-0.0139034,0.075,1.89482,2.5,0.207275,0,1.30642,0.00220533,0.162296,0.0373363
20.7,51.2469,51.4986,-0.188667,0.0562236,0.00200991,0.075,2.20998,2.5,0.215248,0,1.24263,-0.0159487,0.147408,0.0224125
20.8,51.4637,51.9967,-0.181801,0.0999167,0.0186853,0.1,2.28512,2.5,0.216016,0,1.12332,0.0126357,0.128636,0.00743263
20.9,51.7168,52.2453,-0.177501,0.126429,0.0382024,0.1125,2.63099,2.5,0.202389,0,0.50505,0.0940019,0.0827468,-0.00756581
21,51.985,52.4935,-0.163309,0.156047,0.0579411,0.125,2.60845,2.5,0.208554,0,0.07675,-0.00829239,0.0910148,-0.0225453
21.1,52.2263,52.7413,-0.14899,0.188765,0.0776225,0.1375,2.69905,2.5,0.269694,0,-0.107941,-0.177267,0.104351,-0.0374685
21.2,52.4995,52.7413,-0.124134,0.188765,0.101816,0.1375,2.80976,2.5,0.233525,0,-0.242585,-0.0449341,0.0761946,-0.052298
21.3,52.7702,53.2357,-0.104513,0.263482,0.121514,0.1625,2.90622,2.5,0.200764,0,-0.478739,0.00893207,0.073737,-0.0669968
21.4,53.0693,53.4822,-0.0802847,0.305469,0.141853,0.175,3.18955,2.5,0.193876,0,-1.11824,0.0259946,0.0508867,-0.0815282
21.5,53.3608,53.7281,-0.0522894,0.350534,0.161873,0.1875,2.74812,2.5,0.174748,0,-0.479553,0.0679648,0.046817,-0.0958558
21.6,53.6489,53.9734,-0.0140659,0.398668,0.179035,0.2,3.1604,2.5,0.161413,0,-1.21202,0.120645,0.0311703,-0.109944
21.7,53.9327,53.9734,0.0341465,0.398668,0.195317,0.2,2.88271,2.5,0.161335,0,-0.963835,0.128046,0.0189434,-0.123757
21.8,54.2199,54.4621,0.0783337,0.504118,0.212623,0.225,3.10999,2.5,0.186286,0,-1.3331,-0.01169,0.0387451,-0.137261
21.9,54.5059,54.7055,0.13401,0.561416,0.229644,0.2375,2.80296,2.5,0.15092,0,-0.973977,0.0950337,0.0301555,-0.150422
22,54.7581,54.9481,0.177405,0.621752,0.245864,0.25,2.30383,2.5,0.197589,0,0.276051,0.0238694,-0.026427,-0.163206
22.1,54.979,55.1899,0.21103,0.685115,0.263114,0.2625,2.23044,2.5,0.245402,0,0.405278,-0.0248854,-0.0879671,-0.175583
22.2,55.1722,55.1899,0.245341,0.685115,0.280385,0.2625,1.87758,2.5,0.240657,0,1.3706,0.0515568,-0.111853,-0.187521
22.3,55.3722,55.6711,0.285087,0.820885,0.297547,0.2875,2.17373,2.5,0.236415,0,1.27075,0.0881096,-0.137887,-0.19899
22.4,55.5634,55.9104,0.326197,0.89327,0.313916,0.3,2.10578,2.5,0.205437,0,1.42591,0.147282,-0.13096,-0.209962
22.5,55.7843,56.1488,0.383898,0.968641,0.330393,0.3125,2.61428,2.5,0.199493,0,0.66572,0.133556,-0.126894,-0.22041
22.6,56.0249,56.3862,0.448467,1.04699,0.350614,0.325,2.32427,2.5,0.241192,0,0.978515,0.0219711,-0.147173,-0.230306
22.7,56.2328,56.3862,0.514225,1.04699,0.370573,0.325,2.16963,2.5,0.243813,0,1.39773,-0.0298597,-0.130025,-0.239626
22.8,56.4308,56.858,0.570357,1.21255,0.387845,0.35,2.19296,2.5,0.209136,0,1.59617,0.144317,-0.186173,-0.248348
22.9,56.6375,57.0923,0.626877,1.29974,0.402364,0.3625,2.57915,2.5,0.193978,0,1.01906,0.194472,-0.205065,-0.256449
23,56.8616,57.3255,0.699034,1.38985,0.417753,0.375,2.17855,2.5,0.216596,0,1.59677,0.176343,-0.242539,-0.263909
23.1,57.0713,57.5575,0.759429,1.48287,0.436345,0.3875,2.08445,2.5,0.245542,0,2.02728,0.0643955,-0.234568,-0.270709
23.2,57.2628,57.5575,0.825351,1.48287,0.45515,0.3875,2.27942,2.5,0.268459,0,1.92362,-0.00581185,-0.251455,-0.276833
23.3,57.5013,58.018,0.914626,1.67757,0.482309,0.4125,2.64499,2.5,0.283562,0,1.36677,-0.0242671,-0.293173,-0.282264
23.4,57.7348,58.2464,1.00949,1.77923,0.505677,0.425,2.55776,2.5,0.235845,0,1.34343,0.0730391,-0.297089,-0.286991
23.5,57.9638,58.4735,1.11006,1.88373,0.526572,0.4375,2.64346,2.5,0.252699,0,1.19816,-0.022982,-0.287386,-0.290999
23.6,58.1963,58.6993,1.21369,1.99106,0.549063,0.45,2.52242,2.5,0.265038,0,1.35097,-0.150334,-0.25752,-0.294281
23.7,58.4206,58.6993,1.32386,1.99106,0.571877,0.45,2.78342,2.5,0.239884,0,0.990791,-0.0772762,-0.283448,-0.296827
23.8,58.65,59.1468,1.45156,2.21415,0.596731,0.475,2.86648,2.5,0.239103,0,0.774913,-0.0880356,-0.316127,-0.298631
23.9,58.8899,59.3684,1.59849,2.32987,0.621489,0.4875,3.14689,2.5,0.217615,0,-0.286664,-0.129728,-0.279791,-0.299689
24,59.1465,59.5885,1.75429,2.44835,0.645249,0.5,3.21209,2.5,0.230124,0,-0.331472,-0.190384,-0.297885,-0.299997
24.1,59.3952,59.8072,1.91301,2.56957,0.670034,0.5125,3.11241,2.5,0.188027,0,-0.218693,-0.0771893,-0.328484,-0.299556
24.2,59.6344,59.8072,2.07728,2.56957,0.690071,0.5125,3.01614,2.5,0.163246,0,-0.12149,-0.0715637,-0.322047,-0.298366
24.3,59.8677,60.2398,2.24677,2.82017,0.706053,0.5375,2.90468,2.5,0.15528,0,0.0482389,-0.121543,-0.283509,-0.29643
24.4,60.0957,60.4537,2.41803,2.94951,0.721877,0.55,2.97625,2.5,0.13926,0,-0.102455,-0.125761,-0.271851,-0.293753
24.5,60.3307,60.6661,2.59686,3.08151,0.735924,0.5625,3.17398,2.5,0.11751,0,-0.480576,-0.128949,-0.269404,-0.290342
24.6,60.5753,60.8767,2.79872,3.21615,0.746334,0.575,3.2454,2.5,0.0605165,0,-0.660893,0.0298097,-0.245642,-0.286206
24.7,60.8003,60.8767,2.98046,3.21615,0.755041,0.575,3.00744,2.5,0.086558,0,-0.556848,-0.127257,-0.227323,-0.281354
24.8,61.017,61.2928,3.1547,3.49329,0.761995,0.6,3.00552,2.5,0.0441003,0,-0.310255,0.0554072,-0.234875,-0.275799
24.9,61.2193,61.4983,3.32475,3.63573,0.764871,0.6125,2.62898,2.5,0.0480549,0,0.140948,0.0343127,-0.2619,-0.269554
25,61.4056,61.7019,3.48068,3.78074,0.769065,0.625,2.63186,2.5,0.022918,0,0.121905,0.111607,-0.273429,-0.262636
25.1,61.597,61.9038,3.64183,3.92828,0.77014,0.6375,2.60777,2.5,-0.0083805,0,0.170911,0.190539,-0.274155,-0.255061
25.2,61.7957,61.9038,3.80318,3.92828,0.769604,0.6375,2.57921,2.5,0.00431028,0,0.222117,0.178765,-0.269303,-0.246849
25.3,61.981,62.3018,3.96043,4.23086,0.770305,0.6625,2.43033,2.5,0.0267782,0,0.725694,0.174126,-0.26512,-0.238019
25.4,62.1587,62.4979,4.10391,4.38586,0.774036,0.675,2.62387,2.5,0.0788805,0,0.657347,0.100765,-0.307321,-0.228595
25.5,62.3403,62.6921,4.25767,4.5433,0.781311,0.6875,2.6152,2.5,0.0763103,0,0.637165,0.126114,-0.297269,-0.218599
25.6,62.5211,62.8844,4.42813,4.70316,0.787981,0.7,2.71747,2.5,0.0789383,0,0.235553,0.081229,-0.265621,-0.208058
25.7,62.7125,63.0746,4.59495,4.8654,0.795474,0.7125,2.75143,2.5,0.0788078,0,0.253138,0.123175,-0.288807,-0.196996
25.8,62.9049,63.2627,4.77767,5.03001,0.802503,0.725,2.80684,2.5,0.075787,0,0.195514,0.166075,-0.313397,-0.185441
25.9,63.1092,63.4488,4.97277,5.19696,0.811979,0.7375,3.10947,2.5,0.0953496,0,-0.473035,0.086675,-0.263968,-0.173423
26,63.3196,63.6328,5.17549,5.36622,0.823543,0.75,2.8557,2.5,0.122602,0,-0.292007,-0.00515208,-0.244256,-0.160972
26.1,63.5002,63.8146,5.3591,5.53777,0.83499,0.7625,2.72524,2.5,0.130074,0,-0.108862,-0.082357,-0.207861,-0.148118
26.2,63.6897,63.9943,5.55076,5.71158,0.847174,0.775,2.93432,2.5,0.119486,0,-0.460159,-0.0499966,-0.209921,-0.134894
26.3,63.8815,64.1718,5.75765,5.88762,0.859311,0.7875,2.85039,2.5,0.143941,0,-0.525262,-0.151392,-0.176478,-0.121333
26.4,64.0567,64.3471,5.9556,6.06587,0.871346,0.8,2.4872,2.5,0.115471,0,0.0739296,-0.0960901,-0.152107,-0.107469
26.5,64.2259,64.5202,6.14517,6.24629,0.880942,0.8125,2.69688,2.5,0.119444,0,-0.248078,-0.138092,-0.115614,-0.0933358
26.6,64.4061,64.691,6.35731,6.42886,0.89431,0.825,2.96806,2.5,0.146281,0,-0.861093,-0.227364,-0.102325,-0.0789695
26.7,64.5883,64.8594,6.58122,6.61355,0.907465,0.8375,3.22658,2.5,0.125831,0,-1.53795,-0.167978,-0.113845,-0.0644059
26.8,64.7801,65.0256,6.81914,6.80034,0.922662,0.85,3.08588,2.5,0.141757,0,-1.54114,-0.256129,-0.123992,-0.0496813
26.9,64.9426,65.1894,7.04697,6.98918,0.935438,0.8625,2.91622,2.5,0.117506,0,-1.32848,-0.18578,-0.120307,-0.0348324
27,65.1086,65.3509,7.26686,7.18006,0.945493,0.875,2.69022,2.5,0.0920374,0,-0.867614,-0.0913218,-0.140537,-0.0198966
27.1,65.2572,65.5099,7.49055,7.37295,0.951512,0.8875,2.59429,2.5,0.0279582,0,-0.170114,0.102881,-0.116245,-0.00491096
27.2,65.3999,65.6665,7.70116,7.5678,0.954435,0.9,2.67688,2.5,0.0241725,0,-0.17534,0.114467,-0.143599,0.0100869
27.3,65.5581,65.8207,7.92178,7.7646,0.957381,0.9125,2.29553,2.5,0.0422684,0,0.198533,0.0600686,-0.109851,0.0250596
27.4,65.7128,65.9724,8.13375,7.96331,0.964052,0.925,2.6912,2.5,0.0801372,0,-0.465906,-0.0335953,-0.111568,0.0399696
27.5,65.8576,66.1216,8.3471,8.1639,0.97159,0.9375,2.52675,2.5,0.0939185,0,-0.43623,-0.0779546,-0.0907789,0.0547797
27.6,65.9978,66.2683,8.55706,8.36634,0.979747,0.95,2.70552,2.5,0.0976455,0,-0.861044,-0.0977441,-0.0526662,0.0694529
27.7,66.1551,66.4125,8.79139,8.5706,0.987846,0.9625,2.72429,2.5,0.0952032,0,-1.07163,-0.0676179,-0.0434072,0.0839526
27.8,66.2872,66.554,9.01911,8.77664,0.994811,0.975,2.34961,2.5,0.0571425,0,-0.635545,-0.0165287,0.0126114,0.0982423
27.9,66.4007,66.693,9.19714,8.98444,0.999583,0.9875,1.92749,2.5,0.0524456,0,0.43407,0.0356631,0.0266149,0.112287
28,66.4979,66.8294,9.36568,9.19395,1.00292,1,1.66171,2.5,0.0693604,0,1.09701,-0.0224046,0.022092,0.12605
28.1,66.6119,66.9632,9.54978,9.40516,1.00872,1.0125,2.39482,2.5,0.0924408,0,0.0532863,-0.0476501,0.0392449,0.139499
28.2,66.735,67.0943,9.76749,9.61802,1.0153,1.025,2.15938,2.5,0.0570043,0,0.269078,0.109312,-0.0143124,0.152598
28.3,66.8475,67.2227,9.96729,9.83251,1.01848,1.0375,2.04528,2.5,0.0435473,0,0.375983,0.107823,0.00828791,0.165317
28.4,66.9497,67.3485,10.1493,10.0486,1.02246,1.05,1.87578,2.5,0.0866965,0,0.98098,0.0513445,0.00531449,0.177622
28.5,67.0417,67.4715,10.3145,10.2662,1.02701,1.0625,1.63423,2.5,0.066845,0,1.62846,0.0715946,0.0291201,0.189483
28.6,67.1312,67.5918,10.4818,10.4854,1.03178,1.075,1.84448,2.5,0.0919301,0,1.46485,0.0305296,0.0641839,0.200871
28.7,67.2133,67.7094,10.6636,10.706,1.03917,1.0875,1.67094,2.5,0.149815,0,1.76291,-0.119818,0.0841794,0.211756
28.8,67.2974,67.8241,10.8227,10.9281,1.04651,1.1,1.47769,2.5,0.109259,0,2.1629,-0.0228716,0.128705,0.222113
28.9,67.3685,67.9362,10.9819,11.1516,1.05248,1.1125,1.45401,2.5,0.0910081,0,2.43929,0.0550171,0.124798,0.231914
29,67.4426,68.0454,11.1452,11.3765,1.05582,1.125,1.72682,2.5,0.0484794,0,2.04958,0.173414,0.160756,0.241135
29.1,67.5347,68.1517,11.3195,11.6027,1.05875,1.1375,1.87803,2.5,0.0346255,0,1.70308,0.218635,0.172185,0.249754
29.2,67.6343,68.2553,11.529,11.8303,1.06157,1.15,2.1612,2.5,0.0690496,0,1.05,0.159216,0.208096,0.257749
29.3,67.75,68.356,11.7599,12.0591,1.06779,1.1625,2.32714,2.5,0.0820984,0,0.129379,0.151228,0.19676,0.265099
29.4,67.8489,68.4538,11.9764,12.2891,1.07418,1.175,1.86551,2.5,0.0833273,0,1.25869,0.186893,0.157086,0.271786
29.5,67.9394,68.5487,12.1481,12.5204,1.08048,1.1875,1.71595,2.5,0.101841,0,2.05275,0.168951,0.118476,0.277795
29.6,68.0112,68.6408,12.3257,12.7528,1.08714,1.2,1.86907,2.5,0.133662,0,2.14694,0.10718,0.104928,0.283109
29.7,68.1081,68.7299,12.5364,12.9864,1.09708,1.2125,2.09197,2.5,0.160178,0,1.91209,0.0811415,0.0810673,0.287715
29.8,68.2089,68.8161,12.7584,13.2211,1.10903,1.225,2.34184,2.5,0.154144,0,1.21411,0.0817113,0.15258,0.291602
29.9,68.3112,68.8994,13.0053,13.4568,1.12318,1.2375,2.41587,2.5,0.175375,0,0.959623,0.0342404,0.130253,0.294761
30,68.4157,68.9797,13.2643,13.6936,1.13879,1.25,2.62877,2.5,0.200632,0,0.207207,-0.0243403,0.139691,0.297182
30.1,68.5203,69.057,13.5191,13.9313,1.15597,1.2625,2.64685,2.5,0.178224,0,-0.217452,0.0147508,0.217578,0.298861
30.2,68.629,69.1314,13.7912,14.17,1.17371,1.275,2.67315,2.5,0.207924,0,-0.288081,-0.048767,0.199591,0.299793
30.3,68.7251,69.2028,14.0706,14.4096,1.19209,1.2875,2.58911,2.5,0.202244,0,-0.314263,-0.0697205,0.233104,0.299975
30.4,68.8184,69.2712,14.3504,14.65,1.21261,1.3,2.75732,2.5,0.248321,0,-0.575759,-0.154212,0.246522,0.299408
30.5,68.9236,69.3365,14.6567,14.8913,1.2415,1.3125,3.22556,2.5,0.292164,0,-1.73398,-0.380441,0.276247,0.298092
30.6,69.0168,69.3989,14.9656,15.1334,1.27307,1.325,2.72782,2.5,0.31326,0,-1.37858,-0.463216,0.287995,0.296032
30.7,69.0987,69.4582,15.2564,15.3763,1.30147,1.3375,2.50751,2.5,0.288432,0,-0.964078,-0.439628,0.286384,0.293231
30.8,69.159,69.5145,15.519,15.6199,1.3256,1.35,2.40484,2.5,0.260857,0,-0.672982,-0.38593,0.275296,0.289697
30.9,69.2206,69.5677,15.7847,15.8641,1.3473,1.3625,2.53264,2.5,0.235725,0,-0.927811,-0.371144,0.29759,0.28544
31,69.2785,69.6179,16.0495,16.109,1.36468,1.375,2.26597,2.5,0.197432,0,-0.576839,-0.268546,0.291195,0.280469
31.1,69.3185,69.665,16.2759,16.3546,1.37811,1.3875,1.95624,2.5,0.169516,0,0.152553,-0.215021,0.263609,0.274796
31.2,69.3572,69.709,16.5131,16.6007,1.39041,1.4,2.33156,2.5,0.170519,0,-0.243988,-0.216055,0.256562,0.268437
31.3,69.4016,69.7499,16.7771,16.8473,1.40404,1.4125,2.54968,2.5,0.158883,0,-0.790327,-0.173122,0.261891,0.261407
31.4,69.4342,69.7878,17.049,17.0944,1.41808,1.425,2.57196,2.5,0.159858,0,-1.05446,-0.194144,0.266905,0.253724
31.5,69.4719,69.8226,17.329,17.342,1.43214,1.4375,2.68704,2.5,0.13348,0,-1.37736,-0.110799,0.257718,0.245407
31.6,69.5052,69.8543,17.6194,17.5899,1.44254,1.45,2.70375,2.5,0.0911687,0,-1.53471,0.0189123,0.238462,0.236476
31.7,69.5356,69.8828,17.9102,17.8383,1.44831,1.4625,2.337,2.5,0.0396848,0,-1.01655,0.162624,0.244058,0.226954
31.8,69.5625,69.9083,18.164,18.087,1.45261,1.475,2.06159,2.5,0.0722932,0,0.00110919,0.0984496,0.235165,0.216864
31.9,69.5845,69.9307,18.3816,18.336,1.45867,1.4875,2.12246,2.5,0.0829609,0,-0.0567148,0.0993347,0.233014,0.206233
32,69.6101,69.9499,18.6126,18.5853,1.46479,1.5,2.23227,2.5,0.048532,0,-0.228447,0.203145,0.196606,0.195086
32.1,69.6291,69.966,18.8708,18.8347,1.47012,1.5125,2.28428,2.5,0.0780357,0,-0.31146,0.157418,0.179361,0.183452
32.2,69.6489,69.979,19.099,19.0844,1.47577,1.525,2.20092,2.5,0.0668875,0,-0.188332,0.225223,0.180643,0.171359
32.3,69.671,69.979,19.349,19.0844,1.48187,1.525,2.49274,2.5,0.0923762,0,-0.717614,0.196173,0.199224,0.158838
32.4,69.6876,69.9889,19.6098,19.3342,1.49253,1.5375,2.57618,2.5,0.18037,0,-1.19539,-0.0216369,0.252715,0.14592
32.5,69.7076,69.9993,19.869,19.8341,1.50907,1.5625,2.36781,2.5,0.197775,0,-1.05022,-0.0250031,0.263881,0.132637
32.6,69.7137,69.9998,20.1261,20.0841,1.52633,1.575,2.47321,2.5,0.207488,0,-1.16446,-0.0793374,0.248695,0.119022
32.7,69.7207,69.9972,20.3687,20.3341,1.54335,1.5875,2.1021,2.5,0.210289,0,-0.621127,-0.0675634,0.268274,0.10511
32.8,69.7291,69.9972,20.5941,20.3341,1.55778,1.5875,2.06923,2.5,0.192312,0,-0.483151,0.00823198,0.292914,0.0909355
32.9,69.7281,69.9915,20.7951,20.584,1.57041,1.6,1.62805,2.5,0.182893,0,0.386642,0.0164989,0.288355,0.0765335
33,69.7208,69.9706,20.9569,21.0835,1.58066,1.625,1.55904,2.5,0.200351,0,0.90534,-0.0155976,0.275436,0.0619402
33.1,69.7219,69.9555,21.1218,21.3331,1.59202,1.6375,1.68952,2.5,0.198064,0,1.21123,-0.0247351,0.182575,0.0471921
33.2,69.7199,69.9373,21.2973,21.5824,1.60314,1.65,1.80775,2.5,0.182662,0,1.25244,0.00156736,0.161221,0.0323261
33.3,69.712,69.9373,21.4955,21.5824,1.61736,1.65,2.22351,2.5,0.226313,0,0.265313,-0.0992704,0.133237,0.0173792
33.4,69.7001,69.916,21.6933,21.8315,1.63225,1.6625,1.73552,2.5,0.223458,0,1.35388,-0.131445,0.115468,0.00238896
33.5,69.6945,69.864,21.8533,22.3288,1.6467,1.6875,1.80794,2.5,0.22107,0,1.71963,-0.137187,0.0885352,-0.0126073
33.6,69.6706,69.8333,22.0458,22.5769,1.6604,1.7,1.9695,2.5,0.207804,0,1.59965,-0.0835664,0.0963624,-0.0275721
33.7,69.6494,69.7995,22.2523,22.8246,1.67473,1.7125,2.13156,2.5,0.20542,0,1.44906,-0.113041,0.0583791,-0.0424679
33.8,69.6245,69.7995,22.4641,22.8246,1.68878,1.7125,2.56555,2.5,0.156281,0,0.832237,-0.031413,0.00421624,-0.0572576
33.9,69.5911,69.7627,22.7435,23.0719,1.70664,1.725,3.00491,2.5,0.185358,0,-0.386288,-0.123459,-0.00828758,-0.0719041
34,69.5526,69.6797,23.0346,23.5649,1.72567,1.75,2.95102,2.5,0.204159,0,-0.326192,-0.226844,-0.0442293,-0.086371
34.1,69.514,69.6336,23.3073,23.8106,1.7458,1.7625,2.84753,2.5,0.20385,0,-0.416599,-0.227763,0.0264323,-0.100622
34.2,69.4612,69.5845,23.5809,24.0557,1.76439,1.775,2.73121,2.5,0.173089,0,-0.171289,-0.149022,-0.0145174,-0.114621
34.3,69.4102,69.5322,23.8306,24.3002,1.78205,1.7875,2.76962,2.5,0.180537,0,-0.268537,-0.18352,-0.0028111,-0.128334
34.4,69.3542,69.5322,24.0645,24.3002,1.79541,1.7875,2.31229,2.5,0.119316,0,0.556044,-0.059724,-0.0268693,-0.141727
34.5,69.2995,69.4186,24.2889,24.7871,1.80428,1.8125,2.31716,2.5,0.103608,0,0.88116,-0.0278377,-0.0457414,-0.154765
34.6,69.2526,69.3573,24.4953,25.0295,1.81352,1.825,2.33645,2.5,0.0907908,0,0.917303,0.00114287,-0.038985,-0.167416
34.7,69.2057,69.2929,24.7146,25.2711,1.82142,1.8375,2.54651,2.5,0.0781956,0,0.671999,0.0336241,-0.0687334,-0.179648
34.8,69.1455,69.2255,24.9486,25.5118,1.82775,1.85,2.52716,2.5,0.0749621,0,0.709998,0.0356876,-0.096219,-0.191432
34.9,69.0932,69.2255,25.1646,25.5118,1.83224,1.85,1.9813,2.5,0.0480128,0,1.5947,0.127977,-0.0666656,-0.202737
35,69.0388,69.0817,25.337,25.9907,1.83492,1.875,2.00102,2.5,0.0635183,0,1.84832,0.152824,-0.0559601,-0.213536
35.1,68.9847,69.0053,25.5115,26.2287,1.84001,1.8875,2.23048,2.5,0.101617,0,1.77144,0.0319243,-0.107427,-0.2238
35.2,68.9259,68.926,25.7076,26.4658,1.84978,1.9,2.24959,2.5,0.125461,0,1.84367,-0.0498813,-0.133264,-0.233506
35.3,68.8586,68.8437,25.907,26.7019,1.85874,1.9125,2.35155,2.5,0.139388,0,1.8698,-0.105718,-0.181127,-0.242627
35.4,68.7864,68.8437,26.1228,26.7019,1.87078,1.9125,2.46185,2.5,0.130824,0,1.68119,-0.067873,-0.171372,-0.251143
35.5,68.703,68.6703,26.3539,27.1708,1.88127,1.9375,2.89536,2.5,0.103861,0,1.09466,-0.0596513,-0.248234,-0.25903
35.6,68.6086,68.5792,26.609,27.4036,1.88881,1.95,3.12672,2.5,0.067854,0,0.445757,0.0359449,-0.244491,-0.26627
35.7,68.5156,68.4852,26.8751,27.6353,1.89594,1.9625,3.25692,2.5,0.0919459,0,-0.424461,0.0358839,-0.219219,-0.272845
35.8,68.4116,68.3883,27.1584,27.8657,1.90577,1.975,3.13496,2.5,0.0881998,0,-0.279251,0.0411721,-0.22828,-0.278737
35.9,68.315,68.3883,27.3936,27.8657,1.91363,1.975,2.6937,2.5,0.0914683,0,0.600094,0.00572831,-0.249267,-0.283933
36,68.2173,68.1859,27.652,28.3229,1.92175,2,3.35571,2.5,0.100348,0,-0.596716,0.0640653,-0.2368,-0.288419
36.1,68.101,68.0805,27.9224,28.5496,1.9321,2.0125,2.9061,2.5,0.104079,0,-0.0799441,0.0757889,-0.196295,-0.292185
36.2,67.9876,67.9722,28.1796,28.7749,1.94466,2.025,3.14532,2.5,0.128635,0,-0.506465,0.0343378,-0.176429,-0.29522
36.3,67.8574,67.8611,28.4631,28.9989,1.96007,2.0375,3.47666,2.5,0.165384,0,-1.33839,-0.0452684,-0.159893,-0.297517
36.4,67.7226,67.8611,28.749,28.9989,1.97843,2.0375,3.21736,2.5,0.156123,0,-1.31677,-0.00174305,-0.135632,-0.29907
36.5,67.6068,67.6306,28.9877,29.4426,1.99185,2.0625,2.84713,2.5,0.115298,0,-0.736811,0.0898368,-0.143162,-0.299876
36.6,67.489,67.5112,29.2188,29.6622,2.00285,2.075,2.64102,2.5,0.11631,0,-0.073976,0.0355499,-0.193617,-0.299932
36.7,67.3725,67.389,29.4224,29.8803,2.01252,2.0875,2.64979,2.5,0.114705,0,0.301389,-0.0213983,-0.262938,-0.299239
36.8,67.2482,67.2642,29.6337,30.0969,2.02318,2.1,2.88983,2.5,0.116912,0,-0.178157,0.0266458,-0.244072,-0.297798
36.9,67.1239,67.2642,29.8459,30.0969,2.03481,2.1,2.6108,2.5,0.108381,0,0.32512,0.0187094,-0.263147,-0.295612
37,67.0064,67.0064,30.0477,30.5253,2.04733,2.125,2.61759,2.5,0.141582,0,0.359484,-0.0387038,-0.224172,-0.292688
37.1,66.8817,66.8735,30.2773,30.7371,2.062,2.1375,3.12757,2.5,0.147838,0,-0.542899,-0.0315662,-0.222419,-0.289032
37.2,66.7268,66.738,30.5264,30.9472,2.0768,2.15,3.23652,2.5,0.140923,0,-0.973068,-0.0631206,-0.255585,-0.284653
37.3,66.576,66.5998,30.7631,31.1555,2.0929,2.1625,3.04648,2.5,0.167342,0,-0.533487,-0.185847,-0.294214,-0.279563
37.4,66.4181,66.5998,31.0046,31.1555,2.11091,2.1625,3.16445,2.5,0.131455,0,-0.82031,-0.116973,-0.3096,-0.273775
37.5,66.2548,66.3158,31.2423,31.567,2.12561,2.1875,3.05916,2.5,0.139026,0,-0.619056,-0.24049,-0.37208,-0.267302
37.6,66.1005,66.1699,31.4631,31.77,2.13741,2.2,2.74082,2.5,0.11861,0,-0.17743,-0.122297,-0.323449,-0.260161
37.7,65.9481,66.0215,31.6739,31.9712,2.14944,2.2125,2.67936,2.5,0.109994,0,0.128905,-0.155306,-0.348968,-0.252369
37.8,65.8023,65.8707,31.8653,32.1706,2.15949,2.225,2.71213,2.5,0.11367,0,-0.0420655,-0.0391595,-0.275246,-0.243947
37.9,65.6423,65.8707,32.0784,32.1706,2.1692,2.225,2.85061,2.5,0.094906,0,-0.278464,-0.0112339,-0.281243,-0.234915
38,65.4796,65.5615,32.2992,32.5635,2.17851,2.25,2.79308,2.5,0.0815857,0,-0.193038,0.0711078,-0.266944,-0.225296
38.1,65.3139,65.4032,32.5064,32.757,2.18878,2.2625,2.72438,2.5,0.0938934,0,-0.157505,0.0314853,-0.262935,-0.215114
38.2,65.1533,65.2425,32.7049,32.9485,2.19729,2.275,2.88728,2.5,0.115082,0,-0.455505,-0.0458349,-0.278265,-0.204394
38.3,64.99,65.0795,32.9071,33.1381,2.20844,2.2875,2.98405,2.5,0.0793079,0,-0.824384,0.0690243,-0.261437,-0.193163
38.4,64.8003,65.0795,33.1296,33.1381,2.21564,2.2875,3.13972,2.5,0.0582363,0,-1.28991,0.172817,-0.250791,-0.18145
38.5,64.622,64.7464,33.3547,33.5109,2.22286,2.3125,2.91412,2.5,0.0966862,0,-1.08442,0.0760597,-0.251368,-0.169283
38.6,64.4328,64.5763,33.5859,33.6942,2.23304,2.325,3.16194,2.5,0.108672,0,-1.59591,0.107313,-0.22496,-0.156693
38.7,64.2269,64.404,33.8258,33.8753,2.24642,2.3375,3.09101,2.5,0.155722,0,-1.65876,-0.0725421,-0.230254,-0.143711
38.8,64.0275,64.2295,34.0604,34.0543,2.26439,2.35,3.03924,2.5,0.178844,0,-1.72822,-0.071095,-0.198814,-0.13037
38.9,63.8236,64.2295,34.2987,34.0543,2.28512,2.35,3.47626,2.5,0.161722,0,-2.64845,0.010603,-0.173389,-0.116703
39,63.5977,63.8737,34.5402,34.4056,2.30626,2.375,3.26422,2.5,0.206857,0,-2.63878,-0.165593,-0.176544,-0.102744
39.1,63.3852,63.6926,34.7536,34.5779,2.32835,2.3875,2.81189,2.5,0.210032,0,-2.03685,-0.128196,-0.13288,-0.0885288
39.2,63.1996,63.5093,34.9393,34.7479,2.34702,2.4,2.7161,2.5,0.183687,0,-1.79117,-0.0202537,-0.106112,-0.0740921
