t,x,x_ref,y,y_ref,phi,phi_ref,v_r,v_ref,delta_f,delta_ref,a,w_delta,noisy_x_meas,noisy_y_meas,x_filtered,y_filtered
18.725,46.3471,46.75,0.508675,0,-0.0436347,0,2.94841,2.5,-0.0200635,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.73,46.3621,46.75,0.509766,0,-0.0437056,0,2.99701,2.5,-0.0235738,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.735,46.3768,46.75,0.512921,0,-0.0436471,0,3.03067,2.5,-0.0255115,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.74,46.3903,46.75,0.512976,0,-0.0437251,0,2.9288,2.5,-0.0219213,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.745,46.405,46.75,0.513781,0,-0.0437568,0,2.92476,2.5,-0.0248789,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.75,46.4199,46.75,0.514479,0,-0.0438661,0,2.91513,2.5,-0.0141633,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.755,46.4344,46.75,0.51603,0,-0.0440276,0,2.97843,2.5,-0.0201939,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.76,46.4501,46.75,0.51868,0,-0.0441796,0,2.8841,2.5,-0.0102983,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.765,46.4659,46.75,0.517294,0,-0.0443583,0,2.87847,2.5,-0.00663904,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.77,46.4803,46.75,0.517514,0,-0.0445033,0,2.79736,2.5,-0.0126526,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.775,46.4932,46.75,0.518461,0,-0.0444739,0,2.80569,2.5,-0.0157016,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.78,46.5054,46.75,0.519033,0,-0.0447785,0,2.79378,2.5,-0.0111375,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.785,46.5192,46.75,0.519359,0,-0.0448733,0,2.82607,2.5,-0.0232908,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.79,46.5335,46.75,0.520479,0,-0.0449662,0,2.78635,2.5,-0.0270189,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.795,46.5498,46.75,0.521324,0,-0.0450309,0,2.76163,2.5,-0.0313719,0,-0.187419,0.101593,46.0938,0.360734,46.234,0.214994
18.8,46.5614,47,0.52105,0,-0.0453058,0,2.79206,2.5,-0.0341515,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.805,46.5758,47,0.521432,0,-0.0455079,0,2.72796,2.5,-0.0380088,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.81,46.5912,47,0.521282,0,-0.0455818,0,2.71488,2.5,-0.0338623,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.815,46.6042,47,0.52312,0,-0.0457463,0,2.7854,2.5,-0.0264493,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.82,46.618,47,0.523585,0,-0.0460225,0,2.84715,2.5,-0.0269252,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.825,46.6317,47,0.525386,0,-0.0460838,0,2.89437,2.5,-0.0215033,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.83,46.6463,47,0.525514,0,-0.0462441,0,2.81737,2.5,-0.0118482,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.835,46.6599,47,0.526214,0,-0.0462702,0,2.86678,2.5,-0.0177481,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.84,46.6751,47,0.528672,0,-0.0464431,0,2.91253,2.5,-0.0207154,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.845,46.6904,47,0.530191,0,-0.0465717,0,2.91663,2.5,-0.0200781,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.85,46.7057,47,0.53261,0,-0.0465364,0,2.94333,2.5,-0.0257929,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.855,46.7211,47,0.533701,0,-0.0466967,0,3.00701,2.5,-0.0290595,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.86,46.7344,47,0.533652,0,-0.0468072,0,2.97225,2.5,-0.0284099,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.865,46.7484,47,0.534125,0,-0.046998,0,2.97523,2.5,-0.0306945,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.87,46.7631,47,0.532826,0,-0.0472348,0,2.93835,2.5,-0.0304725,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.875,46.7774,47,0.533637,0,-0.0473123,0,2.89708,2.5,-0.034963,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.88,46.7905,47,0.535358,0,-0.0473197,0,2.91788,2.5,-0.025495,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.885,46.8058,47,0.536094,0,-0.0475705,0,2.96957,2.5,-0.0316312,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.89,46.8204,47,0.535714,0,-0.0477925,0,3.00324,2.5,-0.0205355,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.895,46.8343,47,0.537827,0,-0.0478827,0,2.92918,2.5,-0.0254923,0,-0.178353,0.144169,46.6925,0.501919,46.5285,0.23014
18.9,46.8483,47.25,0.539256,0,-0.0480167,0,2.94967,2.5,-0.0266699,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.905,46.8635,47.25,0.540304,0,-0.0481759,0,2.93768,2.5,-0.0285004,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.91,46.8778,47.25,0.539913,0,-0.0483412,0,2.94691,2.5,-0.0269609,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.915,46.8941,47.25,0.541397,0,-0.0485993,0,2.93747,2.5,-0.0226448,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.92,46.9084,47.25,0.542116,0,-0.0487582,0,2.94639,2.5,-0.0213458,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.925,46.9235,47.25,0.54307,0,-0.0489968,0,2.86249,2.5,-0.0268529,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.93,46.9391,47.25,0.540712,0,-0.0489078,0,2.9205,2.5,-0.028647,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.935,46.9539,47.25,0.540134,0,-0.0488983,0,2.78975,2.5,-0.0323472,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.94,46.966,47.25,0.540885,0,-0.049072,0,2.76815,2.5,-0.0360665,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.945,46.9801,47.25,0.54028,0,-0.0493207,0,2.68675,2.5,-0.0415651,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.95,46.9932,47.25,0.54092,0,-0.0494887,0,2.63553,2.5,-0.0397463,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.955,47.0067,47.25,0.542551,0,-0.0496536,0,2.5952,2.5,-0.03156,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.96,47.0195,47.25,0.543066,0,-0.0498163,0,2.63013,2.5,-0.0293458,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.965,47.031,47.25,0.545733,0,-0.0500868,0,2.60036,2.5,-0.028214,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.97,47.0436,47.25,0.545088,0,-0.0502063,0,2.59944,2.5,-0.0201514,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.975,47.0564,47.25,0.54654,0,-0.050362,0,2.64445,2.5,-0.0155901,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.98,47.0701,47.25,0.54693,0,-0.0502509,0,2.59708,2.5,-0.0123882,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.985,47.0846,47.25,0.54835,0,-0.0503413,0,2.61154,2.5,-0.00821433,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.99,47.0987,47.25,0.548212,0,-0.0506323,0,2.58051,2.5,-0.00794933,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
18.995,47.1122,47.25,0.549765,0,-0.050599,0,2.66315,2.5,-0.00881519,0,-0.367802,0.128909,46.9654,0.652141,46.8183,0.256381
19,47.1251,47.5,0.551294,0,-0.0507127,0,2.75066,2.5,0.00346594,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.005,47.1391,47.5,0.554435,0,-0.0507001,0,2.80406,2.5,0.006319,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.01,47.1525,47.5,0.555344,0,-0.0505546,0,2.87025,2.5,0.00846681,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.015,47.1669,47.5,0.5538,0,-0.0506708,0,2.82531,2.5,0.00906812,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.02,47.1811,47.5,0.553979,0,-0.050454,0,2.71681,2.5,0.00426021,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.025,47.1954,47.5,0.552685,0,-0.0504462,0,2.72201,2.5,0.00724757,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.03,47.209,47.5,0.55115,0,-0.0504228,0,2.76528,2.5,0.00903165,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.035,47.224,47.5,0.553444,0,-0.0503483,0,2.64538,2.5,0.0112537,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.04,47.2383,47.5,0.553422,0,-0.050242,0,2.66194,2.5,0.011749,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.045,47.2515,47.5,0.553186,0,-0.0500408,0,2.62031,2.5,0.0057303,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.05,47.2647,47.5,0.554644,0,-0.0500466,0,2.64178,2.5,0.00458613,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.055,47.2806,47.5,0.555328,0,-0.0500452,0,2.60717,2.5,0.00573356,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.06,47.2928,47.5,0.554285,0,-0.0499803,0,2.56243,2.5,-0.0012654,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.065,47.3071,47.5,0.555969,0,-0.0500421,0,2.47277,2.5,0.00975432,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.07,47.3185,47.5,0.554447,0,-0.0501975,0,2.47628,2.5,0.0070863,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.075,47.3327,47.5,0.554279,0,-0.0502064,0,2.50034,2.5,-0.0046537,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.08,47.3451,47.5,0.554866,0,-0.0504063,0,2.38007,2.5,-0.00306173,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.085,47.357,47.5,0.554398,0,-0.0504735,0,2.44979,2.5,-0.00630728,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.09,47.3686,47.5,0.554191,0,-0.0504185,0,2.41359,2.5,-0.000410317,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.095,47.3807,47.5,0.554465,0,-0.0503929,0,2.45814,2.5,0.00153358,0,-0.104123,0.114601,47.1816,0.705132,47.1162,0.284517
19.1,47.392,47.75,0.554407,0,-0.0504161,0,2.47041,2.5,0.000429613,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.105,47.4047,47.75,0.553401,0,-0.0502854,0,2.52831,2.5,0.00331595,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.11,47.4173,47.75,0.555081,0,-0.0504822,0,2.577,2.5,0.000294961,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.115,47.4312,47.75,0.555298,0,-0.0505439,0,2.55264,2.5,0.00391433,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.12,47.4437,47.75,0.555007,0,-0.0504727,0,2.51856,2.5,0.00280631,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.125,47.4554,47.75,0.555652,0,-0.0505781,0,2.49864,2.5,-0.000452619,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.13,47.4691,47.75,0.555517,0,-0.0506666,0,2.62155,2.5,-0.00923654,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.135,47.4842,47.75,0.556483,0,-0.0506054,0,2.5917,2.5,-0.0023927,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.14,47.4967,47.75,0.557974,0,-0.0505399,0,2.59557,2.5,-0.000845754,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.145,47.5092,47.75,0.557135,0,-0.0505863,0,2.60183,2.5,-0.00304964,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.15,47.5229,47.75,0.55673,0,-0.0505787,0,2.57327,2.5,-0.00866673,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.155,47.5353,47.75,0.556261,0,-0.050584,0,2.56944,2.5,-0.0094092,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.16,47.5479,47.75,0.555386,0,-0.0507351,0,2.55839,2.5,-0.0101311,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.165,47.5611,47.75,0.555521,0,-0.0507214,0,2.53639,2.5,-0.00168827,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.17,47.5737,47.75,0.555803,0,-0.0507148,0,2.54486,2.5,-0.00270724,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.175,47.5848,47.75,0.555964,0,-0.0507772,0,2.53017,2.5,-0.00122317,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.18,47.5972,47.75,0.554377,0,-0.0508538,0,2.55363,2.5,-0.00355476,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.185,47.6105,47.75,0.554781,0,-0.0508532,0,2.40237,2.5,-0.00191099,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.19,47.6209,47.75,0.554936,0,-0.0509314,0,2.40452,2.5,-4.05323e-05,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.195,47.6336,47.75,0.554884,0,-0.0508935,0,2.43482,2.5,0.00468083,0,0.10261,0.104989,47.3412,0.591434,47.377,0.300639
19.2,47.646,47.75,0.554511,0,-0.0507969,0,2.39283,2.5,0.011451,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.205,47.6579,48,0.553803,0,-0.0508206,0,2.31097,2.5,0.0124926,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.21,47.6701,48,0.555187,0,-0.0507612,0,2.31536,2.5,0.0147223,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.215,47.682,48,0.555759,0,-0.0507436,0,2.30013,2.5,0.0149034,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.22,47.6938,48,0.555451,0,-0.0507854,0,2.30805,2.5,0.0105003,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.225,47.7048,48,0.556643,0,-0.0508154,0,2.39724,2.5,0.0164514,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.23,47.7163,48,0.556191,0,-0.0506093,0,2.35782,2.5,0.0187697,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.235,47.7279,48,0.55815,0,-0.0504178,0,2.45041,2.5,0.0122718,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.24,47.7407,48,0.560768,0,-0.0503753,0,2.49111,2.5,0.015322,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.245,47.7524,48,0.560983,0,-0.0503855,0,2.44301,2.5,0.012833,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.25,47.764,48,0.563058,0,-0.0504272,0,2.39876,2.5,0.0195512,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.255,47.7741,48,0.563531,0,-0.0502776,0,2.3658,2.5,0.0186624,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.26,47.7855,48,0.562891,0,-0.0501254,0,2.36514,2.5,0.0306088,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.265,47.7961,48,0.563192,0,-0.0500742,0,2.35804,2.5,0.0270391,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.27,47.8083,48,0.563242,0,-0.0501742,0,2.34337,2.5,0.0275783,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.275,47.8209,48,0.563833,0,-0.050097,0,2.3139,2.5,0.0351413,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.28,47.8312,48,0.565073,0,-0.0498906,0,2.33249,2.5,0.0349139,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.285,47.8418,48,0.566877,0,-0.0497327,0,2.24611,2.5,0.0341193,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.29,47.853,48,0.567095,0,-0.0496336,0,2.19308,2.5,0.0380147,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.295,47.8633,48,0.566241,0,-0.0495455,0,2.10862,2.5,0.040823,0,0.0924565,0.119317,47.9208,0.569222,47.6487,0.314078
19.3,47.8727,48.25,0.567535,0,-0.0492363,0,2.09547,2.5,0.0424666,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.305,47.8834,48.25,0.568837,0,-0.0488899,0,2.07423,2.5,0.0484718,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.31,47.8949,48.25,0.570271,0,-0.0485698,0,2.07516,2.5,0.0465044,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.315,47.9061,48.25,0.570486,0,-0.0483908,0,2.01144,2.5,0.0377176,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.32,47.916,48.25,0.572241,0,-0.0483973,0,2.04019,2.5,0.0351982,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.325,47.9278,48.25,0.572554,0,-0.0479672,0,2.01382,2.5,0.0283226,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.33,47.938,48.25,0.574005,0,-0.0480379,0,2.07044,2.5,0.0286421,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.335,47.9486,48.25,0.576116,0,-0.0477115,0,2.0817,2.5,0.0344069,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.34,47.9606,48.25,0.577661,0,-0.0474206,0,2.17297,2.5,0.0356881,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.345,47.9712,48.25,0.578796,0,-0.0472896,0,2.16361,2.5,0.0341382,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.35,47.982,48.25,0.579617,0,-0.0470497,0,2.22841,2.5,0.0307573,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.355,47.9937,48.25,0.581023,0,-0.0468302,0,2.23634,2.5,0.0347005,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.36,48.0055,48.25,0.579952,0,-0.0466713,0,2.28332,2.5,0.0302144,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.365,48.0164,48.25,0.579579,0,-0.0464827,0,2.26381,2.5,0.0357308,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.37,48.0277,48.25,0.579156,0,-0.0465138,0,2.35033,2.5,0.0336168,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.375,48.0384,48.25,0.580463,0,-0.0464003,0,2.37191,2.5,0.0420563,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.38,48.0519,48.25,0.580639,0,-0.0460812,0,2.44114,2.5,0.038496,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.385,48.0644,48.25,0.578933,0,-0.0459801,0,2.48467,2.5,0.0421714,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.39,48.0786,48.25,0.577816,0,-0.0457623,0,2.49061,2.5,0.0379813,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.395,48.0912,48.25,0.578656,0,-0.0457247,0,2.58804,2.5,0.0417281,0,0.900442,0.0157476,47.8599,0.674923,47.8897,0.335409
19.4,48.1039,48.5,0.57817,0,-0.0456759,0,2.60995,2.5,0.0335149,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.405,48.1155,48.5,0.578822,0,-0.0457375,0,2.6017,2.5,0.0354497,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.41,48.1296,48.5,0.579441,0,-0.0454478,0,2.61462,2.5,0.037023,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.415,48.1432,48.5,0.578474,0,-0.0451924,0,2.63856,2.5,0.0376208,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.42,48.1563,48.5,0.578885,0,-0.0449706,0,2.72575,2.5,0.0456093,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.425,48.17,48.5,0.579527,0,-0.0446696,0,2.67869,2.5,0.0476912,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.43,48.1828,48.5,0.579228,0,-0.0443138,0,2.72185,2.5,0.0389468,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.435,48.1969,48.5,0.580541,0,-0.0441528,0,2.6702,2.5,0.0524572,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.44,48.2107,48.5,0.579762,0,-0.043906,0,2.66082,2.5,0.0627035,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.445,48.2231,48.5,0.58021,0,-0.0435768,0,2.651,2.5,0.0562103,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.45,48.2372,48.5,0.580223,0,-0.0433923,0,2.68795,2.5,0.0651305,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.455,48.2505,48.5,0.57919,0,-0.0431046,0,2.65207,2.5,0.0694123,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.46,48.2651,48.5,0.579779,0,-0.0428963,0,2.59268,2.5,0.0674335,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.465,48.278,48.5,0.580247,0,-0.0424728,0,2.55556,2.5,0.0650214,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.47,48.2899,48.5,0.580578,0,-0.042165,0,2.60165,2.5,0.0735233,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.475,48.305,48.5,0.58217,0,-0.0418908,0,2.62919,2.5,0.0766988,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.48,48.3173,48.5,0.583585,0,-0.0414508,0,2.65609,2.5,0.077501,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.485,48.3293,48.5,0.583557,0,-0.041076,0,2.73092,2.5,0.0702083,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.49,48.343,48.5,0.583427,0,-0.0408098,0,2.65243,2.5,0.0689937,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.495,48.3567,48.5,0.583079,0,-0.0406524,0,2.61784,2.5,0.0749241,0,-0.0763107,0.0758994,47.975,0.4939,48.0895,0.340206
19.5,48.3705,48.75,0.583995,0,-0.0403662,0,2.60424,2.5,0.0759032,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.505,48.3829,48.75,0.58424,0,-0.0399117,0,2.6157,2.5,0.0775395,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.51,48.3952,48.75,0.584948,0,-0.0395796,0,2.60225,2.5,0.0766168,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.515,48.4083,48.75,0.586744,0,-0.0392302,0,2.64854,2.5,0.0732826,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.52,48.4201,48.75,0.586914,0,-0.0389725,0,2.62333,2.5,0.0766184,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.525,48.4334,48.75,0.585641,0,-0.0385467,0,2.73821,2.5,0.0702932,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.53,48.4469,48.75,0.585629,0,-0.038264,0,2.70225,2.5,0.073881,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.535,48.4591,48.75,0.586444,0,-0.0379064,0,2.69126,2.5,0.0710338,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.54,48.4729,48.75,0.58544,0,-0.0378298,0,2.6696,2.5,0.0728313,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.545,48.4857,48.75,0.585927,0,-0.0374262,0,2.67332,2.5,0.0673803,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.55,48.4991,48.75,0.587303,0,-0.0370213,0,2.70631,2.5,0.0623864,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.555,48.5108,48.75,0.589263,0,-0.0368898,0,2.76113,2.5,0.0660109,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.56,48.5241,48.75,0.590821,0,-0.0366321,0,2.82908,2.5,0.0708014,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.565,48.5368,48.75,0.589953,0,-0.0363246,0,2.81147,2.5,0.0647713,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.57,48.5505,48.75,0.591376,0,-0.0360723,0,2.74936,2.5,0.0635269,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.575,48.565,48.75,0.592213,0,-0.035767,0,2.70086,2.5,0.0630779,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.58,48.5797,48.75,0.591394,0,-0.0354766,0,2.75167,2.5,0.0610187,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.585,48.5938,48.75,0.59242,0,-0.0350813,0,2.77042,2.5,0.0662104,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.59,48.6072,48.75,0.592604,0,-0.0348267,0,2.72352,2.5,0.0672621,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.595,48.6208,48.75,0.590824,0,-0.034365,0,2.81241,2.5,0.0636458,0,-0.0604955,-0.0257563,48.559,0.586848,48.3709,0.352504
19.6,48.6353,49,0.590242,0,-0.0338442,0,2.78318,2.5,0.055967,0,-0.321256,0.0412437,48.6798,0.632413,48.6369,0.368201
19.605,48.6501,49,0.590802,0,-0.0335612,0,2.7708,2.5,0.0631188,0,-0.321256,0.0412437,48.6798,0.632413,48.6369,0.368201
19.61,48.6632,49,0.590483,0,-0.0332517,0,2.82645,2.5,0.0706864,0,-0.321256,0.0412437,48.6798,0.632413,48.6369,0.368201
19.615,48.6771,49,0.589021,0,-0.0330128,0,2.73879,2.5,0.0626766,0,-0.321256,0.0412437,48.6798,0.632413,48.6369,0.368201
19.62,48.6893,49,0.589991,0,-0.0327993,0,2.69488,2.5,0.0579283,0,-0.321256,0.0412437,48.6798,0.632413,48.6369,0.368201
19.625,48.7043,49,0.592491,0,-0.0325081,0,2.68331,2.5,0.0503112,0,-0.321256,0.0412437,48.6798,0.632413,48.6369,0.368201
