t,x,x_ref,y,y_ref,phi,phi_ref,v_r,v_ref,delta_f,delta_ref,a,w_delta,noisy_x_meas,noisy_y_meas,x_filtered,y_filtered
0,0.0121225,0,-0.00155628,0,-0.000153329,0,2.01078,2.5,-8.52694e-05,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.005,0.0221745,0,-0.000242979,0,-0.000109874,0,2.05749,2.5,-0.000448441,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.01,0.0323611,0,-0.000649037,0,-0.000290944,0,2.00753,2.5,0.0021654,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.015,0.0412925,0,-0.00186774,0,-0.000288046,0,2.00493,2.5,-0.000770126,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.02,0.0526381,0,-0.00131226,0,-0.000349381,0,1.95441,2.5,-0.00620038,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.025,0.0634774,0,-0.00237956,0,-0.000430796,0,2.00493,2.5,0.00416401,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.03,0.0728844,0,-0.00138939,0,-0.000431356,0,2.03134,2.5,0.0146195,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.035,0.0842104,0,-0.00250948,0,-0.000297726,0,2.0453,2.5,0.0177203,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.04,0.0933173,0,-0.00429579,0,-0.0002794,0,2.049,2.5,0.0162265,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.045,0.104523,0,-0.00400839,0,-0.000184582,0,2.08302,2.5,0.00664241,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.05,0.114692,0,-0.00345217,0,-0.000336076,0,2.11021,2.5,0.0143865,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.055,0.126528,0,-0.00471734,0,-0.000451453,0,2.06528,2.5,0.0117418,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.06,0.13543,0,-0.00583727,0,-0.000595778,0,1.99679,2.5,-0.000747388,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.065,0.145921,0,-0.00759594,0,-0.000592962,0,2.031,2.5,0.00221072,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.07,0.154994,0,-0.00619861,0,-0.000628292,0,1.98901,2.5,-0.000750432,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.075,0.164773,0,-0.00629516,0,-0.000537327,0,2.03445,2.5,-0.00223664,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.08,0.174348,0,-0.00622756,0,-0.000547865,0,1.99702,2.5,-0.0120104,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.085,0.18669,0,-0.0066748,0,-0.000464889,0,2.06852,2.5,-0.00970757,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.09,0.197142,0,-0.0047556,0,-0.000389001,0,2.09416,2.5,-0.00935386,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.095,0.207665,0,-0.00548745,0,-0.000389536,0,2.10578,2.5,-0.00187696,0,0.10966,0.100814,0.222858,-0.163409,0.222858,-0.163409
0.1,0.219045,0.25,-0.00461821,0,-0.000572832,0,2.15935,2.5,-0.0126391,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.105,0.229387,0.25,-0.00559701,0,-0.000478835,0,2.13124,2.5,-0.0243737,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.11,0.238941,0.25,-0.00436619,0,-0.000375513,0,2.17344,2.5,-0.0232822,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.115,0.249564,0.25,-0.00574279,0,-0.000471714,0,2.17474,2.5,-0.0266472,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.12,0.261715,0.25,-0.00637908,0,-0.000569636,0,2.17658,2.5,-0.0192335,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.125,0.272341,0.25,-0.00663238,0,-0.000545265,0,2.25541,2.5,-0.0247504,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.13,0.284348,0.25,-0.00658054,0,-0.000323687,0,2.27216,2.5,-0.0325058,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.135,0.296514,0.25,-0.00781834,0,-0.000409528,0,2.28141,2.5,-0.0277149,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.14,0.308266,0.25,-0.00685611,0,-0.000567466,0,2.28742,2.5,-0.0231218,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.145,0.318971,0.25,-0.00765105,0,-0.00055874,0,2.30414,2.5,-0.0180037,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.15,0.330735,0.25,-0.00826133,0,-0.000649225,0,2.28188,2.5,-0.0210301,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.155,0.342371,0.25,-0.00680485,0,-0.000571076,0,2.23919,2.5,-0.0269078,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.16,0.353015,0.25,-0.00688245,0,-0.000641617,0,2.25075,2.5,-0.0231711,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.165,0.363671,0.25,-0.00590745,0,-0.000517676,0,2.28549,2.5,-0.029092,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.17,0.37274,0.25,-0.00430882,0,-0.000667364,0,2.3315,2.5,-0.0237367,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.175,0.382873,0.25,-0.00528609,0,-0.000662315,0,2.24219,2.5,-0.0199443,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.18,0.394842,0.25,-0.00463734,0,-0.000676245,0,2.2574,2.5,-0.0140231,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.185,0.405778,0.25,-0.00412132,0,-0.000837898,0,2.24778,2.5,-0.0188615,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.19,0.417908,0.25,-0.00280143,0,-0.000832031,0,2.25855,2.5,-0.0197282,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.195,0.430352,0.25,-0.00286755,0,-0.000899542,0,2.33785,2.5,-0.0166717,0,0.411751,-0.0760219,0.207465,0.132571,0.207465,0.132571
0.2,0.44069,0.5,-0.00406257,0,-0.00102165,0,2.25039,2.5,-0.0212474,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.205,0.451614,0.5,-0.00534797,0,-0.00112564,0,2.25282,2.5,-0.015544,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.21,0.463259,0.5,-0.00531002,0,-0.00127139,0,2.28585,2.5,-0.0186618,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.215,0.473891,0.5,-0.00441083,0,-0.00108472,0,2.36802,2.5,-0.0223164,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.22,0.486248,0.5,-0.00377739,0,-0.00141384,0,2.30646,2.5,-0.0217698,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.225,0.497279,0.5,-0.00588596,0,-0.00146596,0,2.39998,2.5,-0.0234262,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.23,0.50916,0.5,-0.00579101,0,-0.00149584,0,2.4474,2.5,-0.0234452,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.235,0.520372,0.5,-0.00426431,0,-0.00153548,0,2.41958,2.5,-0.0208683,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.24,0.532703,0.5,-0.00457965,0,-0.00169455,0,2.38656,2.5,-0.0152285,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.245,0.545363,0.5,-0.00607379,0,-0.00186931,0,2.38919,2.5,-0.0154406,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.25,0.557079,0.5,-0.00523832,0,-0.00194503,0,2.33712,2.5,-0.0066152,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.255,0.570152,0.5,-0.00458941,0,-0.00189767,0,2.3507,2.5,-0.00626725,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.26,0.583,0.5,-0.00226799,0,-0.00194055,0,2.37233,2.5,-0.00536753,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.265,0.593687,0.5,-0.001508,0,-0.00187498,0,2.32624,2.5,-0.000879893,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.27,0.603431,0.5,-0.00197511,0,-0.00183685,0,2.40068,2.5,-0.00454439,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.275,0.615687,0.5,-0.0025702,0,-0.00172432,0,2.32801,2.5,-0.00602171,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.28,0.628541,0.5,-0.00231612,0,-0.00168664,0,2.19896,2.5,-0.0059672,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.285,0.640302,0.5,-0.00237849,0,-0.00157182,0,2.16771,2.5,-0.00682205,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.29,0.649936,0.5,-0.00258841,0,-0.00172165,0,2.16707,2.5,6.46443e-06,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.295,0.661449,0.5,-0.0024274,0,-0.0017233,0,2.10852,2.5,0.0029693,0,0.0876083,0.0885535,0.419771,-0.0453849,0.419771,-0.0453849
0.3,0.671872,0.5,-0.00124294,0,-0.00150523,0,2.03092,2.5,-0.00195336,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.305,0.679872,0.75,-0.000704123,0,-0.00150125,0,1.97313,2.5,0.00144763,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.31,0.690112,0.75,-0.00119472,0,-0.00149533,0,1.89939,2.5,0.00932019,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.315,0.699425,0.75,-0.00127721,0,-0.00160254,0,1.89527,2.5,0.0115412,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.32,0.708138,0.75,0.000390115,0,-0.00152119,0,1.88779,2.5,0.0133502,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.325,0.717915,0.75,-0.000409758,0,-0.00133311,0,1.93914,2.5,0.0231883,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.33,0.726984,0.75,0.00133818,0,-0.00141207,0,2.02659,2.5,0.0147255,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.335,0.736127,0.75,0.000830407,0,-0.00148629,0,2.06309,2.5,0.0156533,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.34,0.745371,0.75,0.000958995,0,-0.0014379,0,2.06982,2.5,0.0172749,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.345,0.755851,0.75,-0.000320753,0,-0.0014094,0,2.10741,2.5,0.0180314,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.35,0.765569,0.75,0.000128162,0,-0.00124615,0,2.08505,2.5,0.012784,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.355,0.776368,0.75,-0.000842483,0,-0.00112083,0,2.17237,2.5,0.0135001,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.36,0.786286,0.75,-0.00178115,0,-0.00131422,0,2.15589,2.5,0.0115273,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.365,0.797334,0.75,-0.00243903,0,-0.00105359,0,2.17211,2.5,0.00583277,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.37,0.810765,0.75,-0.00168642,0,-0.00101239,0,2.23406,2.5,0.00696317,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.375,0.821075,0.75,-0.00144426,0,-0.00109538,0,2.27407,2.5,0.0166729,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.38,0.831059,0.75,-0.000502583,0,-0.00103915,0,2.37959,2.5,0.0238069,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.385,0.843503,0.75,-0.00121125,0,-0.000939479,0,2.46433,2.5,0.0179718,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.39,0.857892,0.75,-9.97048e-05,0,-0.000773984,0,2.47476,2.5,0.0288231,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.395,0.870069,0.75,-0.00050278,0,-0.000749502,0,2.4501,2.5,0.0307194,0,0.647653,0.0683303,0.545287,-0.130085,0.545287,-0.130085
0.4,0.881908,1,-0.00247571,0,-0.000794675,0,2.49226,2.5,0.0294957,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.405,0.892926,1,-0.00286151,0,-0.000504429,0,2.39083,2.5,0.029119,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.41,0.90514,1,-0.00399026,0,-0.000379777,0,2.29495,2.5,0.0230312,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.415,0.917058,1,-0.00437989,0,-0.000336833,0,2.33849,2.5,0.0209511,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.42,0.928697,1,-0.00288903,0,-0.000209595,0,2.32058,2.5,0.0227113,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.425,0.940711,1,-0.005284,0,-0.000125758,0,2.35681,2.5,0.0188394,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.43,0.952922,1,-0.00552388,0,-0.000306458,0,2.34131,2.5,0.0212716,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.435,0.964463,1,-0.00528564,0,-0.000239493,0,2.27055,2.5,0.0225928,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.44,0.977064,1,-0.00341085,0,-0.000144785,0,2.32034,2.5,0.0176885,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.445,0.987297,1,-0.00409841,0,5.26734e-05,0,2.30682,2.5,0.0183563,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.45,0.998684,1,-0.00324485,0,0.000107384,0,2.35103,2.5,0.0206584,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.455,1.00884,1,-0.000599681,0,0.000132798,0,2.4224,2.5,0.0181977,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.46,1.02179,1,-0.000964118,0,0.000242239,0,2.4298,2.5,0.0178124,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.465,1.0355,1,-0.00196472,0,0.000436048,0,2.36223,2.5,0.0178279,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.47,1.04691,1,-0.00191663,0,0.000352161,0,2.37483,2.5,0.0144521,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.475,1.05777,1,-0.00284515,0,0.000456713,0,2.34149,2.5,0.00682913,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.48,1.06816,1,-0.00296554,0,0.000503406,0,2.34183,2.5,0.0106075,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.485,1.07928,1,-0.00410115,0,0.000538318,0,2.26056,2.5,0.00813923,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.49,1.09098,1,-0.00414962,0,0.000537486,0,2.27476,2.5,0.00344338,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.495,1.10276,1,-0.00548218,0,0.00031788,0,2.2985,2.5,-0.000666009,0,-0.149113,-0.104015,1.00877,0.0581259,1.00877,0.0581259
0.5,1.1143,1.25,-0.00445092,0,0.000265309,0,2.30341,2.5,0.000896557,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.505,1.12415,1.25,-0.00267276,0,0.000214101,0,2.36319,2.5,0.00114754,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.51,1.13398,1.25,-0.00198065,0,0.000149598,0,2.36371,2.5,0.0014683,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.515,1.14717,1.25,-0.00416739,0,0.00018279,0,2.28955,2.5,0.00110053,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.52,1.15635,1.25,-0.00434166,0,0.000291618,0,2.23384,2.5,0.00923759,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.525,1.16955,1.25,-0.00386807,0,0.000183244,0,2.31501,2.5,0.0130569,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.53,1.18119,1.25,-0.00409617,0,0.000148703,0,2.25598,2.5,0.0175349,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.535,1.19262,1.25,-0.00411395,0,0.0001825,0,2.31599,2.5,0.0212464,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.54,1.20331,1.25,-0.00446577,0,0.000174523,0,2.32136,2.5,0.0226424,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.545,1.21397,1.25,-0.00377788,0,0.000253608,0,2.27351,2.5,0.0139554,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.55,1.22505,1.25,-0.00318649,0,0.000142316,0,2.29257,2.5,0.00676342,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.555,1.23562,1.25,-0.00200214,0,-2.34091e-06,0,2.33792,2.5,0.00513271,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.56,1.24762,1.25,-0.0017784,0,-4.42976e-05,0,2.36621,2.5,0.000962259,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.565,1.26025,1.25,-0.00240815,0,8.4329e-05,0,2.37647,2.5,0.0083313,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.57,1.27037,1.25,-0.00167289,0,0.000177558,0,2.40658,2.5,0.00834716,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.575,1.28213,1.25,-0.00284589,0,1.85202e-05,0,2.3813,2.5,0.0167396,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.58,1.29457,1.25,-0.00140646,0,2.84267e-05,0,2.36755,2.5,0.0176529,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.585,1.30631,1.25,-0.0016455,0,0.000121226,0,2.38816,2.5,0.0150143,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.59,1.32009,1.25,-0.00273303,0,-2.51539e-05,0,2.391,2.5,0.0157174,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.595,1.33208,1.25,-0.00327511,0,-7.95198e-05,0,2.43702,2.5,0.0112926,0,-0.00601306,0.0662284,1.21483,-0.11719,1.21483,-0.11719
0.6,1.34425,1.25,-0.00254378,0,-3.04274e-05,0,2.50262,2.5,0.0124446,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.605,1.3564,1.5,-0.00354749,0,-5.32015e-05,0,2.50939,2.5,0.00166171,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.61,1.37033,1.5,-0.00413842,0,-0.000157084,0,2.52932,2.5,-0.0045713,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.615,1.38283,1.5,-0.00397407,0,-0.000216014,0,2.60549,2.5,-0.00930208,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.62,1.39805,1.5,-0.0040283,0,-0.000385174,0,2.50893,2.5,-0.00645543,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.625,1.41083,1.5,-0.00552631,0,-0.000395046,0,2.6085,2.5,-0.00933535,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.63,1.42567,1.5,-0.00502992,0,-0.000259396,0,2.57234,2.5,-0.0123075,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.635,1.43918,1.5,-0.00348227,0,-0.000337029,0,2.60853,2.5,-0.0189505,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.64,1.45089,1.5,-0.00312782,0,-0.000531493,0,2.6382,2.5,-0.0195232,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.645,1.46368,1.5,-0.00220752,0,-0.000606927,0,2.5936,2.5,-0.0261451,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.65,1.47613,1.5,-0.00336263,0,-0.000826458,0,2.59344,2.5,-0.0287,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.655,1.48791,1.5,-0.00412464,0,-0.00088273,0,2.62173,2.5,-0.0337464,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.66,1.5013,1.5,-0.00388496,0,-0.000980107,0,2.68809,2.5,-0.0366444,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.665,1.51577,1.5,-0.00592097,0,-0.00113382,0,2.69246,2.5,-0.0460193,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.67,1.52761,1.5,-0.00551172,0,-0.00145173,0,2.71384,2.5,-0.0511653,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.675,1.53989,1.5,-0.00467119,0,-0.00157819,0,2.67779,2.5,-0.0427447,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.68,1.55245,1.5,-0.00559123,0,-0.00198895,0,2.63151,2.5,-0.0328131,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.685,1.56655,1.5,-0.00742789,0,-0.00201971,0,2.61435,2.5,-0.0247438,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.69,1.58152,1.5,-0.00690927,0,-0.00193525,0,2.53716,2.5,-0.0228266,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.695,1.59611,1.5,-0.00720242,0,-0.00190444,0,2.56589,2.5,-0.0257526,0,0.0872679,-0.0990057,1.26723,0.101146,1.26723,0.101146
0.7,1.6085,1.75,-0.00762609,0,-0.00199021,0,2.57939,2.5,-0.0197163,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.705,1.62136,1.75,-0.00901055,0,-0.00212345,0,2.62445,2.5,-0.0174111,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.71,1.63594,1.75,-0.00799881,0,-0.00235581,0,2.60782,2.5,-0.0201903,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.715,1.64934,1.75,-0.00799053,0,-0.00243839,0,2.60529,2.5,-0.0277063,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.72,1.66262,1.75,-0.00718666,0,-0.00262081,0,2.59538,2.5,-0.0207936,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.725,1.6755,1.75,-0.00641121,0,-0.0026285,0,2.67557,2.5,-0.0154537,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.73,1.68874,1.75,-0.0075203,0,-0.00283888,0,2.71759,2.5,-0.0235743,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.735,1.70238,1.75,-0.00800306,0,-0.00285354,0,2.67329,2.5,-0.0369108,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.74,1.71627,1.75,-0.00699496,0,-0.00302471,0,2.64694,2.5,-0.0345766,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.745,1.73048,1.75,-0.00925045,0,-0.00316835,0,2.67586,2.5,-0.0373485,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.75,1.74291,1.75,-0.00904124,0,-0.0031384,0,2.62707,2.5,-0.0344002,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.755,1.75568,1.75,-0.00975585,0,-0.00322187,0,2.55477,2.5,-0.0325674,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.76,1.76865,1.75,-0.0105885,0,-0.00349233,0,2.63333,2.5,-0.0304396,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.765,1.78123,1.75,-0.0130124,0,-0.00354229,0,2.59506,2.5,-0.0349318,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.77,1.79265,1.75,-0.0148693,0,-0.00355124,0,2.58358,2.5,-0.0294839,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.775,1.80606,1.75,-0.0154435,0,-0.00369245,0,2.61834,2.5,-0.0353007,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.78,1.82048,1.75,-0.0162565,0,-0.00380047,0,2.60423,2.5,-0.0300185,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.785,1.83305,1.75,-0.0149509,0,-0.00390585,0,2.62462,2.5,-0.0283505,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.79,1.84546,1.75,-0.0128034,0,-0.00403161,0,2.59599,2.5,-0.0213753,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.795,1.85888,1.75,-0.0143692,0,-0.00418802,0,2.49671,2.5,-0.0212384,0,-0.455013,0.140186,1.71888,-0.124352,1.71888,-0.124352
0.8,1.87221,2,-0.0143574,0,-0.00419867,0,2.46432,2.5,-0.0165202,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.805,1.88529,2,-0.0134439,0,-0.00424581,0,2.45251,2.5,-0.00760944,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.81,1.89629,2,-0.0150823,0,-0.00417068,0,2.41372,2.5,-0.00360764,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.815,1.90803,2,-0.014257,0,-0.00426829,0,2.36712,2.5,0.00253596,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.82,1.91971,2,-0.0147108,0,-0.00430893,0,2.3502,2.5,0.00282419,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.825,1.93231,2,-0.0152772,0,-0.0044049,0,2.38022,2.5,-0.00238143,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.83,1.94377,2,-0.0150831,0,-0.00429842,0,2.34564,2.5,-0.000828185,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.835,1.95553,2,-0.0149385,0,-0.00428857,0,2.3905,2.5,-0.00445129,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.84,1.96831,2,-0.0166651,0,-0.00429795,0,2.38279,2.5,-0.0067688,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.845,1.97937,2,-0.0164235,0,-0.00455374,0,2.33029,2.5,-0.00774922,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
0.85,1.99135,2,-0.0160536,0,-0.00464697,0,2.36037,2.5,0.00208773,0,-0.108937,0.177079,1.74134,-0.201612,1.74134,-0.201612
